8.180, ,742578,2
8.190, ,742589,0
8.240, ,742599,0
8.240, ,742609,1
8.250, ,742620,0
8.250, ,742630,0
8.260, ,742641,0
8.270, ,742651,0
8.300, ,742661,0
8.310, ,742672,0
8.320, ,742682,0
8.330, ,742693,0
8.340, ,742703,0
8.350, ,742713,0
8.360, ,742724,0
8.370, ,742734,0
8.370, ,742745,2
8.380, ,742755,1
8.380, ,742765,0
8.390, ,742776,1
8.400, ,742786,2
8.440, ,742796,0
8.460, ,742807,0
8.480, ,742817,1
8.500, ,742828,0
8.510, ,742838,0
8.520, ,742848,0
8.540, ,742859,0
8.550, ,742869,2
8.560, ,742880,1
8.570, ,742890,1
8.580, ,742900,0
8.590, ,742911,0
8.600, ,742921,0
8.610, ,742932,0
8.610, ,742942,0
8.610, ,742952,0
8.620, ,742963,0
8.620, ,742973,0
8.630, ,742984,0
8.650, ,742994,1
8.650, ,743004,0
8.650, ,743015,1
8.660, ,743025,0
8.660, ,743036,0
8.670, ,743046,0
8.680, ,743056,2
8.710, ,743067,0
8.710, ,743077,0
8.720, ,743088,0
8.720, ,743098,0
8.730, ,743108,0
8.740, ,743119,2
8.770, ,743129,1
8.770, ,743139,2
8.780, ,743150,0
8.780, ,743160,0
8.790, ,743171,0
8.790, ,743181,0
8.810, ,743191,2
8.850, ,743202,0
8.860, ,743212,0
8.870, ,743223,2
8.880, ,743233,0
8.890, ,743243,1
8.910, ,743254,0
8.920, ,743264,0
8.930, ,743275,0
8.940, ,743285,0
8.950, ,743295,0
8.960, ,743306,0
8.990, ,743316,1
9.000, ,743327,0
9.010, ,743337,0
9.030, ,743347,1
9.080, ,743358,0
9.100, ,743368,1
9.100, ,743379,0
9.120, ,743389,0
9.120, ,743399,0
9.130, ,743410,1
9.140, ,743420,0
9.150, ,743431,1
9.150, ,743441,1
9.160, ,743451,0
9.160, ,743462,0
9.170, ,743472,0
9.170, ,743482,0
9.180, ,743493,0
9.180, ,743503,2
9.190, ,743514,2
9.210, ,743524,0
9.210, ,743534,2
9.220, ,743545,0
9.220, ,743555,0
9.220, ,743566,0
9.230, ,743576,0
9.240, ,743586,0
9.250, ,743597,0
9.250, ,743607,0
9.250, ,743618,0
9.250, ,743628,1
9.260, ,743638,0
9.270, ,743649,0
9.320, ,743659,0
9.330, ,743670,0
9.340, ,743680,0
9.350, ,743690,0
9.360, ,743701,0
9.370, ,743711,0
9.400, ,743722,0
9.400, ,743732,0
9.410, ,743742,2
9.420, ,743753,0
9.430, ,743763,0
9.450, ,743773,0
9.470, ,743784,1
9.480, ,743794,0
9.500, ,743805,0
9.500, ,743815,0
9.510, ,743825,0
9.520, ,743836,0
9.520, ,743846,0
9.540, ,743857,0
9.550, ,743867,0
9.550, ,743877,0
9.560, ,743888,1
9.560, ,743898,1
9.570, ,743909,2
9.590, ,743919,0
9.590, ,743929,0
9.600, ,743940,0
9.600, ,743950,0
9.600, ,743961,1
9.610, ,743971,0
9.620, ,743981,0
9.650, ,743992,0
9.650, ,744002,0
9.650, ,744013,0
9.660, ,744023,0
9.660, ,744033,0
9.670, ,744044,0
9.670, ,744054,0
9.720, ,744065,0
9.730, ,744075,0
9.740, ,744085,3
9.750, ,744096,0
9.770, ,744106,0
9.790, ,744116,0
9.800, ,744127,0
9.800, ,744137,0
9.810, ,744148,0
9.820, ,744158,0
9.820, ,744168,0
9.830, ,744179,0
9.860, ,744189,1
9.860, ,744200,0
9.870, ,744210,0
9.870, ,744220,6
9.880, ,744231,1
9.880, ,744241,0
9.890, ,744252,0
9.920, ,744262,0
9.930, ,744272,2
9.940, ,744283,0
9.940, ,744293,1
9.950, ,744304,1
9.960, ,744314,2
9.990, ,744324,1
10.000, ,744335,1
10.000, ,744345,0
10.010, ,744356,0
10.020, ,744366,0
10.020, ,744376,0
10.040, ,744387,0
10.050, ,744397,2
10.050, ,744407,0
10.060, ,744418,0
10.060, ,744428,0
10.070, ,744439,0
10.080, ,744449,1
10.140, ,744459,2
10.140, ,744470,0
10.150, ,744480,2
10.160, ,744491,1
10.180, ,744501,0
10.190, ,744511,1
10.210, ,744522,2
10.220, ,744532,0
10.230, ,744543,0
10.240, ,744553,0
10.250, ,744563,0
10.250, ,744574,0
10.270, ,744584,0
10.280, ,744595,1
10.290, ,744605,2
10.300, ,744615,0
10.310, ,744626,0
10.320, ,744636,1
10.330, ,744647,1
10.340, ,744657,0
10.350, ,744667,0
10.360, ,744678,0
10.380, ,744688,0
10.390, ,744699,1
10.400, ,744709,0
10.410, ,744719,0
10.420, ,744730,0
10.430, ,744740,0
10.440, ,744751,0
10.460, ,744761,1
10.470, ,744771,0
10.490, ,744782,0
10.500, ,744792,0
10.510, ,744802,0
10.520, ,744813,1
10.530, ,744823,0
10.540, ,744834,0
10.550, ,744844,0
10.570, ,744854,0
10.570, ,744865,0
10.580, ,744875,0
10.580, ,744886,0
10.580, ,744896,0
10.590, ,744906,0
10.600, ,744917,0
10.600, ,744927,1
10.610, ,744938,1
10.610, ,744948,0
10.620, ,744958,1
10.620, ,744969,0
10.640, ,744979,0
10.660, ,744990,1
10.670, ,745000,0
10.670, ,745010,2
10.680, ,745021,0
10.680, ,745031,0
10.690, ,745042,0
10.710, ,745052,0
10.730, ,745062,0
10.730, ,745073,2
10.740, ,745083,1
10.740, ,745094,0
10.750, ,745104,1
10.770, ,745114,0
10.800, ,745125,0
10.810, ,745135,0
10.820, ,745146,0
10.830, ,745156,0
10.850, ,745166,0
10.860, ,745177,0
10.880, ,745187,0
10.890, ,745198,0
10.900, ,745208,0
10.910, ,745218,0
10.920, ,745229,1
10.940, ,745239,0
10.960, ,745250,0
10.960, ,745260,1
10.970, ,745270,0
10.980, ,745281,2
10.990, ,745291,0
11.000, ,745301,0
11.020, ,745312,0
11.030, ,745322,0
11.030, ,745333,0
11.030, ,745343,0
11.040, ,745353,1
11.040, ,745364,1
11.050, ,745374,0
11.070, ,745385,0
11.080, ,745395,0
11.080, ,745405,0
11.080, ,745416,1
11.090, ,745426,0
11.090, ,745437,2
11.110, ,745447,0
11.130, ,745457,2
11.140, ,745468,0
11.140, ,745478,0
11.150, ,745489,0
11.150, ,745499,0
11.160, ,745509,0
11.180, ,745520,0
11.200, ,745530,0
11.200, ,745541,0
11.210, ,745551,0
11.210, ,745561,0
11.210, ,745572,0
11.240, ,745582,1
11.290, ,745593,0
11.300, ,745603,0
11.310, ,745613,0
11.320, ,745624,1
11.320, ,745634,0
11.330, ,745645,0
11.350, ,745655,2
11.360, ,745665,2
11.360, ,745676,1
11.360, ,745686,0
11.370, ,745697,1
11.370, ,745707,0
11.380, ,745717,0
11.410, ,745728,1
11.430, ,745738,0
11.440, ,745749,0
11.470, ,745759,0
11.480, ,745769,0
11.510, ,745780,0
11.520, ,745790,0
11.530, ,745800,0
11.550, ,745811,1
11.560, ,745821,0
11.570, ,745832,1
11.580, ,745842,0
11.620, ,745852,0
11.630, ,745863,0
11.630, ,745873,0
11.630, ,745884,0
11.640, ,745894,0
11.650, ,745904,3
11.680, ,745915,0
11.690, ,745925,0
11.700, ,745936,0
11.700, ,745946,2
11.710, ,745956,0
11.710, ,745967,1
11.730, ,745977,0
11.730, ,745988,1
11.730, ,745998,0
11.740, ,746008,0
11.740, ,746019,0
11.750, ,746029,0
11.750, ,746040,0
11.770, ,746050,1
11.780, ,746060,0
11.780, ,746071,0
11.790, ,746081,1
11.800, ,746092,0
11.800, ,746102,1
11.820, ,746112,0
11.820, ,746123,0
11.830, ,746133,0
11.830, ,746144,0
11.840, ,746154,0
11.840, ,746164,1
11.850, ,746175,0
11.860, ,746185,0
11.880, ,746196,0
11.890, ,746206,0
11.890, ,746216,0
11.900, ,746227,1
11.900, ,746237,0
11.910, ,746248,0
11.940, ,746258,0
11.950, ,746268,0
11.950, ,746279,2
11.960, ,746289,0
11.960, ,746300,2
11.970, ,746310,0
12.020, ,746320,0
12.030, ,746331,0
12.050, ,746341,1
12.070, ,746351,1
12.080, ,746362,0
12.090, ,746372,0
12.110, ,746383,0
12.160, ,746393,0
12.180, ,746403,0
12.190, ,746414,0
12.200, ,746424,0
12.220, ,746435,1
12.250, ,746445,0
12.260, ,746455,0
12.270, ,746466,1
12.280, ,746476,0
12.300, ,746487,0
12.310, ,746497,0
12.330, ,746507,0
12.340, ,746518,1
12.350, ,746528,0
12.370, ,746539,0
12.380, ,746549,0
12.400, ,746559,0
12.410, ,746570,0
12.440, ,746580,0
12.460, ,746591,1
12.470, ,746601,0
12.480, ,746611,0
12.500, ,746622,0
12.510, ,746632,0
12.520, ,746643,0
12.530, ,746653,0
12.550, ,746663,2
12.560, ,746674,5
12.580, ,746684,2
12.590, ,746695,0
12.600, ,746705,0
12.620, ,746715,0
12.630, ,746726,0
12.640, ,746736,0
12.660, ,746747,0
12.660, ,746757,2
12.670, ,746767,2
12.680, ,746778,2
12.680, ,746788,0
12.690, ,746799,0
12.690, ,746809,0
12.690, ,746819,2
12.700, ,746830,1
12.700, ,746840,0
12.710, ,746850,0
12.710, ,746861,0
12.720, ,746871,0
12.720, ,746882,0
12.730, ,746892,1
12.730, ,746902,2
12.740, ,746913,2
12.740, ,746923,0
12.750, ,746934,0
12.750, ,746944,0
12.760, ,746954,1
12.760, ,746965,0
12.770, ,746975,2
12.780, ,746986,0
12.780, ,746996,0
12.780, ,747006,0
12.790, ,747017,1
12.790, ,747027,0
12.800, ,747038,0
12.800, ,747048,0
12.810, ,747058,0
12.810, ,747069,1
12.820, ,747079,1
12.820, ,747090,1
12.830, ,747100,1
12.850, ,747110,1
12.860, ,747121,2
12.860, ,747131,0
12.870, ,747142,1
12.870, ,747152,2
12.880, ,747162,0
12.880, ,747173,1
12.890, ,747183,0
12.900, ,747193,1
12.910, ,747204,3
12.910, ,747214,2
12.910, ,747225,2
12.920, ,747235,0
12.950, ,747245,0
12.960, ,747256,0
12.960, ,747266,2
12.970, ,747277,1
12.970, ,747287,0
12.970, ,747297,0
12.990, ,747308,0
13.020, ,747318,0
13.040, ,747329,0
13.050, ,747339,0
13.070, ,747349,0
13.080, ,747360,0
13.090, ,747370,0
13.120, ,747381,0
13.130, ,747391,2
13.140, ,747401,0
13.190, ,747412,0
13.210, ,747422,0
13.220, ,747433,0
13.250, ,747443,0
13.260, ,747453,0
13.280, ,747464,0
13.290, ,747474,0
13.300, ,747484,0
13.320, ,747495,0
13.340, ,747505,2
13.350, ,747516,2
13.360, ,747526,0
13.370, ,747536,2
13.380, ,747547,0
13.380, ,747557,0
13.390, ,747568,0
13.410, ,747578,0
13.420, ,747588,0
13.430, ,747599,0
13.440, ,747609,0
13.450, ,747620,1
13.460, ,747630,0
13.470, ,747640,0
13.470, ,747651,0
13.480, ,747661,0
13.490, ,747672,0
13.500, ,747682,0
13.500, ,747692,0
13.510, ,747703,2
13.520, ,747713,1
13.530, ,747724,0
13.540, ,747734,0
13.550, ,747744,4
13.560, ,747755,2
13.560, ,747765,0
13.570, ,747776,0
13.580, ,747786,0
13.580, ,747796,0
13.590, ,747807,0
13.600, ,747817,0
13.610, ,747827,0
13.610, ,747838,0
13.630, ,747848,2
13.630, ,747859,2
13.640, ,747869,0
13.640, ,747879,0
13.640, ,747890,2
13.650, ,747900,1
13.660, ,747911,0
13.660, ,747921,2
13.660, ,747931,0
13.670, ,747942,1
13.670, ,747952,0
13.680, ,747963,1
13.690, ,747973,0
13.710, ,747983,0
13.720, ,747994,0
13.720, ,748004,1
13.730, ,748015,0
13.730, ,748025,1
13.740, ,748035,0
13.750, ,748046,0
13.780, ,748056,0
13.790, ,748067,1
13.800, ,748077,0
13.810, ,748087,0
13.830, ,748098,0
13.850, ,748108,2
13.870, ,748118,1
13.880, ,748129,0
13.890, ,748139,2
13.900, ,748150,1
13.910, ,748160,1
13.920, ,748170,1
13.940, ,748181,2
13.950, ,748191,2
13.960, ,748202,0
13.970, ,748212,2
13.980, ,748222,2
13.990, ,748233,0
14.010, ,748243,1
14.010, ,748254,0
14.020, ,748264,2
14.030, ,748274,2
14.040, ,748285,1
14.050, ,748295,1
14.070, ,748306,0
14.080, ,748316,0
14.080, ,748326,1
14.090, ,748337,1
14.100, ,748347,1
14.110, ,748358,1
14.110, ,748368,0
14.130, ,748378,0
14.140, ,748389,0
14.150, ,748399,0
14.160, ,748410,0
14.160, ,748420,0
14.170, ,748430,0
14.200, ,748441,69
14.210, ,748452,138
14.210, ,748465,232
14.220, ,748477,264
14.230, ,748489,340
14.260, ,748502,362
14.260, ,748515,428
14.270, ,748527,442
14.280, ,748539,500
14.290, ,748552,507
14.290, ,748564,557
14.300, ,748577,559
14.320, ,748589,605
14.330, ,748602,629
14.330, ,748614,641
14.340, ,748627,680
14.360, ,748639,675
14.380, ,748652,711
14.390, ,748664,702
14.390, ,748676,740
14.400, ,748689,724
14.430, ,748702,754
14.440, ,748714,742
14.450, ,748726,770
14.460, ,748739,755
14.470, ,748751,782
14.480, ,748764,767
14.490, ,748777,790
14.520, ,748789,774
14.540, ,748801,797
14.550, ,748814,782
14.570, ,748826,807
14.580, ,748839,785
14.600, ,748851,809
14.610, ,748864,791
14.620, ,748876,812
14.640, ,748889,794
14.660, ,748901,814
14.670, ,748914,809
14.690, ,748926,814
14.700, ,748938,828
14.710, ,748951,815
14.730, ,748964,838
14.750, ,748976,816
14.760, ,748988,835
14.770, ,749001,816
14.780, ,749013,832
14.790, ,749026,813
14.810, ,749038,832
14.810, ,749051,811
14.820, ,749063,835
14.820, ,749076,814
14.830, ,749088,828
14.830, ,749101,807
14.850, ,749113,827
14.860, ,749126,808
14.870, ,749138,824
14.880, ,749151,803
14.880, ,749163,819
14.900, ,749175,802
14.930, ,749188,819
14.940, ,749201,808
14.940, ,749213,814
14.950, ,749225,820
14.960, ,749238,813
14.990, ,749250,827
15.000, ,749263,810
15.000, ,749275,830
15.010, ,749288,808
15.040, ,749300,823
15.070, ,749313,803
15.080, ,749325,820
15.090, ,749338,800
15.100, ,749350,817
15.110, ,749363,798
15.130, ,749375,812
15.140, ,749388,793
15.160, ,749400,809
15.170, ,749413,790
15.180, ,749425,808
15.220, ,749437,787
15.230, ,749450,803
15.240, ,749463,781
15.250, ,749475,800
15.260, ,749487,782
15.290, ,749500,798
15.300, ,749512,778
15.310, ,749525,793
15.320, ,749537,788
15.330, ,749550,790
15.340, ,749562,804
15.350, ,749575,787
15.360, ,749587,805
15.360, ,749600,782
15.370, ,749612,804
15.380, ,749624,781
15.400, ,749637,795
15.410, ,749650,778
15.420, ,749662,795
15.420, ,749674,772
15.430, ,749687,789
15.440, ,749699,772
15.460, ,749712,785
15.470, ,749724,766
15.480, ,749737,784
15.480, ,749749,764
15.490, ,749762,777
15.510, ,749774,761
15.530, ,749787,778
15.530, ,749799,760
15.540, ,749812,775
15.550, ,749824,764
15.570, ,749837,770
15.590, ,749849,776
15.600, ,749862,768
15.600, ,749874,781
15.610, ,749886,766
15.630, ,749899,782
15.660, ,749912,760
15.670, ,749924,779
15.680, ,749936,757
15.690, ,749949,775
15.690, ,749961,756
15.710, ,749974,776
15.750, ,749986,751
15.760, ,749999,768
15.780, ,750011,748
15.790, ,750024,764
15.800, ,750036,745
15.810, ,750049,764
15.820, ,750061,739
15.830, ,750074,757
15.840, ,750086,740
15.850, ,750099,756
15.860, ,750111,737
15.870, ,750123,753
15.880, ,750136,736
15.890, ,750149,751
15.900, ,750161,762
15.910, ,750173,748
15.930, ,750186,763
15.950, ,750198,746
15.960, ,750211,764
15.980, ,750223,743
16.010, ,750236,758
16.020, ,750248,740
16.040, ,750261,753
16.050, ,750273,736
16.060, ,750286,753
16.090, ,750298,733
16.110, ,750310,750
16.120, ,750323,732
16.130, ,750336,745
16.140, ,750348,729
16.140, ,750361,744
16.160, ,750373,728
16.170, ,750385,741
16.180, ,750398,723
16.190, ,750411,740
16.200, ,750423,720
16.230, ,750435,733
16.240, ,750448,726
16.240, ,750460,731
16.250, ,750473,736
16.250, ,750485,728
16.280, ,750498,745
16.280, ,750510,725
16.280, ,750523,742
16.290, ,750535,724
16.290, ,750548,740
16.300, ,750560,722
16.320, ,750572,735
16.330, ,750585,718
16.340, ,750598,735
16.350, ,750610,718
16.360, ,750622,731
16.380, ,750635,712
16.410, ,750647,727
16.430, ,750660,712
16.450, ,750672,726
16.460, ,750685,707
16.490, ,750697,723
16.500, ,750710,706
16.520, ,750722,721
16.530, ,750735,704
16.540, ,750747,717
16.560, ,750760,719
16.580, ,750772,714
16.600, ,750785,726
16.610, ,750797,711
16.620, ,750809,729
16.640, ,750822,709
16.660, ,750834,727
16.680, ,750847,708
16.690, ,750860,721
16.710, ,750872,703
16.720, ,750884,720
16.730, ,750897,704
16.740, ,750909,719
16.750, ,750922,699
16.750, ,750934,714
16.760, ,750947,698
16.770, ,750959,713
16.790, ,750972,693
16.790, ,750984,710
16.800, ,750997,694
16.810, ,751009,708
16.810, ,751022,690
16.840, ,751034,702
16.850, ,751047,688
16.850, ,751059,701
16.860, ,751071,695
16.870, ,751084,700
16.900, ,751097,714
16.910, ,751109,697
16.920, ,751121,716
16.920, ,751134,694
16.930, ,751146,712
16.940, ,751159,695
16.960, ,751171,709
16.970, ,751184,685
16.980, ,751196,706
16.990, ,751209,687
17.000, ,751221,704
17.010, ,751234,683
17.010, ,751246,700
17.020, ,751258,684
17.030, ,751271,695
17.040, ,751284,679
17.060, ,751296,696
17.080, ,751308,680
17.090, ,751321,694
17.100, ,751333,676
17.110, ,751346,691
17.120, ,751359,676
17.150, ,751371,688
17.160, ,751383,691
17.170, ,751396,687
17.190, ,751408,698
17.200, ,751421,683
17.260, ,751433,699
17.270, ,751446,681
17.290, ,751458,697
17.300, ,751471,682
17.320, ,751483,696
17.360, ,751496,676
17.370, ,751508,692
17.380, ,751520,675
17.400, ,751533,688
17.420, ,751546,671
17.430, ,751558,686
17.450, ,751570,670
17.470, ,751583,686
17.480, ,751595,668
17.490, ,751608,681
17.500, ,751620,665
17.530, ,751633,679
17.540, ,751645,662
17.550, ,751658,675
17.570, ,751670,659
17.580, ,751683,674
17.590, ,751695,670
17.610, ,751708,672
17.620, ,751720,687
17.630, ,751733,670
17.640, ,751745,686
17.660, ,751757,668
17.680, ,751770,683
17.690, ,751782,666
17.710, ,751795,678
17.720, ,751807,663
17.730, ,751820,676
17.750, ,751832,664
17.760, ,751845,677
17.770, ,751857,659
17.790, ,751870,674
17.800, ,751882,658
17.820, ,751895,671
17.830, ,751907,654
17.850, ,751920,669
17.860, ,751932,652
17.870, ,751945,667
17.890, ,751957,651
17.910, ,751970,663
17.920, ,751982,651
17.930, ,751995,665
17.940, ,752007,666
17.940, ,752019,661
17.950, ,752032,672
17.950, ,752044,657
17.960, ,752057,673
17.970, ,752069,656
17.970, ,752082,670
17.990, ,752094,654
17.990, ,752107,669
18.000, ,752119,653
18.000, ,752132,667
18.010, ,752144,647
18.020, ,752157,659
18.030, ,752169,648
18.040, ,752182,662
18.050, ,752194,645
18.060, ,752206,659
18.070, ,752219,643
18.100, ,752232,656
18.110, ,752244,640
18.120, ,752256,653
18.130, ,752269,640
18.140, ,752281,653
18.150, ,752294,638
18.160, ,752306,656
18.170, ,752319,659
18.180, ,752331,648
18.190, ,752344,661
18.200, ,752356,647
18.210, ,752369,663
18.220, ,752381,644
18.230, ,752394,660
18.240, ,752406,641
18.250, ,752419,656
18.280, ,752431,641
18.290, ,752444,655
18.300, ,752456,638
18.310, ,752468,654
18.320, ,752481,636
18.340, ,752494,650
18.350, ,752506,636
18.360, ,752518,647
18.370, ,752531,634
18.380, ,752543,648
18.390, ,752556,632
18.410, ,752568,644
18.420, ,752581,628
18.430, ,752593,643
18.440, ,752606,627
18.450, ,752618,641
18.470, ,752631,643
18.480, ,752643,639
18.490, ,752656,654
18.500, ,752668,637
18.510, ,752681,652
18.540, ,752693,635
18.550, ,752705,650
18.560, ,752718,634
18.570, ,752730,649
18.580, ,752743,629
18.580, ,752755,644
18.600, ,752768,630
18.610, ,752780,643
18.620, ,752793,627
18.630, ,752805,642
18.640, ,752818,627
18.660, ,752830,637
18.670, ,752843,623
18.690, ,752855,635
18.700, ,752868,622
18.720, ,752880,637
18.740, ,752892,619
18.760, ,752905,634
18.780, ,752918,627
18.780, ,752930,630
18.790, ,752943,639
18.800, ,752955,632
18.820, ,752967,643
18.830, ,752980,628
18.840, ,752992,643
18.850, ,753005,625
18.860, ,753017,640
18.880, ,753030,623
18.880, ,753042,637
18.890, ,753055,621
18.890, ,753067,635
18.900, ,753080,619
18.910, ,753092,632
18.910, ,753105,619
18.920, ,753117,631
18.920, ,753130,616
18.930, ,753142,629
18.930, ,753154,616
18.950, ,753167,627
18.970, ,753180,611
18.980, ,753192,625
18.980, ,753204,609
18.990, ,753217,623
19.010, ,753229,609
19.040, ,753242,621
19.060, ,753254,636
19.070, ,753267,619
19.080, ,753279,633
19.100, ,753292,617
19.120, ,753304,632
19.130, ,753317,618
19.140, ,753329,630
19.160, ,753342,614
19.170, ,753354,628
19.190, ,753367,612
19.200, ,753379,626
19.220, ,753391,612
19.230, ,753404,624
19.250, ,753416,608
19.300, ,753429,620
19.310, ,753442,610
19.330, ,753454,618
19.340, ,753466,602
19.350, ,753479,613
19.380, ,753491,595
19.390, ,753504,611
19.410, ,753516,594
19.430, ,753529,606
19.440, ,753541,594
19.450, ,753554,604
19.470, ,753566,607
19.480, ,753579,602
19.490, ,753591,612
19.500, ,753604,599
19.520, ,753616,612
